MH_Time;MH_DOY;MH_0.1_m;MH_0.3_m;MH_0.5_m;MH_1.0_m;MH_3.0_m;MH_5.0_m;MH_7_m;IH_Time;IH_DOY;IH_0.1_m;IH_0.3_m;IH_0.5_m;IH_1.0_m;IH_3.0_m;IH_5.0_m
2009-07-19_10:00;200.417;12.763;12.623;12.537;12.520;12.127;8.632;7.266;2009-07-19_10:00;200.417;12.913;12.869;12.834;12.871;12.624;12.975
2009-07-19_11:00;200.458;12.908;12.792;12.754;12.616;12.127;8.458;7.240;2009-07-19_11:00;200.458;13.226;13.086;13.051;12.992;12.648;12.951
2009-07-19_12:00;200.500;13.317;13.129;13.044;12.930;12.176;9.202;7.240;2009-07-19_12:00;200.500;13.274;13.207;13.172;13.209;12.672;12.903
2009-07-19_13:00;200.542;13.558;13.442;13.429;12.906;12.176;9.128;7.240;2009-07-19_13:00;200.542;13.611;13.471;13.460;13.401;12.721;12.879
2009-07-19_14:00;200.583;13.846;13.731;13.718;13.243;12.152;9.053;7.341;2009-07-19_14:00;200.583;13.755;13.640;13.653;13.642;12.793;12.855
2009-07-19_15:00;200.625;14.182;14.043;14.006;13.363;12.200;8.930;7.291;2009-07-19_15:00;200.625;13.947;13.832;13.845;13.834;12.793;12.830
2009-07-19_16:00;200.667;14.517;14.426;14.366;13.411;12.176;8.781;7.316;2009-07-19_16:00;200.667;14.187;14.096;14.133;14.026;12.793;12.806
2009-07-19_17:00;200.708;14.613;14.546;14.461;13.916;12.200;9.325;7.291;2009-07-19_17:00;200.708;14.354;14.264;14.301;14.194;12.769;12.806
2009-07-19_18:00;200.750;14.780;14.738;14.677;13.820;12.200;8.880;7.291;2009-07-19_18:00;200.750;14.426;14.383;14.420;14.361;12.817;12.782
2009-07-19_19:00;200.792;14.876;14.833;14.749;14.084;12.200;8.880;7.266;2009-07-19_19:00;200.792;14.594;14.551;14.516;14.385;12.890;12.758
2009-07-19_20:00;200.833;14.756;14.762;14.725;14.228;12.200;8.979;7.291;2009-07-19_20:00;200.833;14.522;14.503;14.516;14.433;12.865;12.758
2009-07-19_21:00;200.875;14.661;14.666;14.629;13.916;12.200;8.781;7.291;2009-07-19_21:00;200.875;14.402;14.407;14.420;14.409;12.841;12.734
2009-07-19_22:00;200.917;14.421;14.474;14.461;13.988;12.176;9.128;7.291;2009-07-19_22:00;200.917;14.330;14.336;14.348;14.337;12.841;12.710
2009-07-19_23:00;200.958;14.230;14.259;14.246;13.916;12.224;9.177;7.291;2009-07-19_23:00;200.958;14.139;14.168;14.181;14.194;12.890;12.710
2009-07-20_00:00;201.000;14.038;14.043;14.054;13.844;12.200;8.433;7.291;2009-07-20_00:00;201.000;14.091;14.096;14.133;14.122;12.841;12.686
2009-07-20_01:00;201.042;13.846;13.851;13.838;13.796;12.200;9.103;7.291;2009-07-20_01:00;201.042;13.947;13.952;13.989;13.978;12.890;12.686
2009-07-20_02:00;201.083;13.654;13.683;13.670;13.652;12.176;8.954;7.266;2009-07-20_02:00;201.083;13.827;13.856;13.869;13.858;12.890;12.662
2009-07-20_03:00;201.125;13.510;13.539;13.525;13.508;12.200;9.227;7.266;2009-07-20_03:00;201.125;13.731;13.760;13.773;13.762;12.890;12.637
2009-07-20_04:00;201.167;13.365;13.418;13.429;13.411;12.224;9.053;7.266;2009-07-20_04:00;201.167;13.659;13.664;13.677;13.666;12.865;12.637
2009-07-20_05:00;201.208;13.341;13.322;13.309;13.315;12.176;8.979;7.266;2009-07-20_05:00;201.208;13.563;13.568;13.581;13.570;12.865;12.613
2009-07-20_06:00;201.250;13.293;13.274;13.261;13.243;12.176;9.078;7.291;2009-07-20_06:00;201.250;13.563;13.544;13.557;13.546;12.890;12.613
2009-07-20_07:00;201.292;13.221;13.202;13.188;13.195;12.200;8.979;7.316;2009-07-20_07:00;201.292;13.490;13.471;13.509;13.497;12.938;12.613
2009-07-20_08:00;201.333;13.317;13.250;13.213;13.219;12.200;8.731;7.291;2009-07-20_08:00;201.333;13.539;13.544;13.509;13.546;12.986;12.589
2009-07-20_09:00;201.375;13.461;13.394;13.333;13.291;12.200;8.954;7.291;2009-07-20_09:00;201.375;13.587;13.616;13.581;13.642;13.082;12.589
2009-07-20_10:00;201.417;13.630;13.539;13.501;13.459;12.224;9.276;7.266;2009-07-20_10:00;201.417;13.707;13.688;13.701;13.762;13.082;12.589
2009-07-20_11:00;201.458;13.846;13.755;13.718;13.580;12.176;9.276;7.266;2009-07-20_11:00;201.458;13.923;13.856;13.845;13.906;13.179;12.589
2009-07-20_12:00;201.500;14.206;14.091;14.030;13.700;12.248;9.103;7.240;2009-07-20_12:00;201.500;14.187;14.072;14.061;14.074;13.275;12.565
2009-07-20_13:00;201.542;14.373;14.307;14.270;14.132;12.224;9.177;7.266;2009-07-20_13:00;201.542;14.330;14.240;14.229;14.266;13.371;12.565
2009-07-20_14:00;201.583;14.637;14.570;14.509;14.252;12.224;9.004;7.291;2009-07-20_14:00;201.583;14.570;14.455;14.444;14.481;13.155;12.565
2009-07-20_15:00;201.625;14.852;14.785;14.773;14.228;12.224;9.004;7.291;2009-07-20_15:00;201.625;14.714;14.599;14.612;14.601;13.251;12.565
2009-07-20_16:00;201.667;15.043;15.001;14.988;14.611;12.224;9.103;7.291;2009-07-20_16:00;201.667;14.809;14.743;14.779;14.768;13.395;12.565
2009-07-20_17:00;201.708;15.258;15.216;15.203;14.300;12.273;9.053;7.291;2009-07-20_17:00;201.708;14.977;14.934;14.971;14.936;13.540;12.565
2009-07-20_18:00;201.750;15.163;15.144;15.131;14.898;12.273;9.004;7.316;2009-07-20_18:00;201.750;15.048;15.006;15.042;15.008;13.419;12.565
2009-07-20_19:00;201.792;15.115;15.096;15.084;14.970;12.273;8.979;7.291;2009-07-20_19:00;201.792;14.977;14.958;14.971;14.912;13.564;12.565
2009-07-20_20:00;201.833;15.043;15.072;15.036;15.041;12.297;9.325;7.291;2009-07-20_20:00;201.833;14.953;14.958;14.971;14.936;13.540;12.565
2009-07-20_21:00;201.875;14.924;14.953;14.916;14.898;12.273;9.202;7.316;2009-07-20_21:00;201.875;14.905;14.910;14.923;14.912;13.612;12.541
2009-07-20_22:00;201.917;14.828;14.833;14.821;14.802;12.273;9.004;7.291;2009-07-20_22:00;201.917;14.785;14.790;14.851;14.840;13.540;12.541
2009-07-20_23:00;201.958;14.685;14.714;14.701;14.683;12.297;9.128;7.266;2009-07-20_23:00;201.958;14.738;14.743;14.755;14.768;13.636;12.541
2009-07-21_00:00;202.000;14.565;14.570;14.581;14.563;12.273;9.227;7.291;2009-07-21_00:00;202.000;14.594;14.623;14.660;14.673;13.636;12.541
2009-07-21_01:00;202.042;14.421;14.450;14.437;14.467;12.273;9.227;7.266;2009-07-21_01:00;202.042;14.546;14.575;14.588;14.601;13.660;12.541
2009-07-21_02:00;202.083;14.301;14.307;14.270;14.276;12.273;9.029;7.291;2009-07-21_02:00;202.083;14.450;14.455;14.492;14.505;14.260;12.541
2009-07-21_03:00;202.125;14.110;14.139;14.126;14.108;12.224;9.202;7.291;2009-07-21_03:00;202.125;14.235;14.216;14.253;14.242;14.068;12.517
2009-07-21_04:00;202.167;13.918;13.923;13.910;13.916;12.248;9.177;7.291;2009-07-21_04:00;202.167;14.067;14.072;14.085;14.098;14.044;12.517
2009-07-21_05:00;202.208;13.798;13.779;13.766;13.748;12.248;9.177;7.266;2009-07-21_05:00;202.208;13.947;13.928;13.941;13.954;13.948;12.517
2009-07-21_06:00;202.250;13.678;13.659;13.646;13.652;12.248;9.029;7.266;2009-07-21_06:00;202.250;13.851;13.808;13.869;13.858;13.780;12.517
2009-07-21_07:00;202.292;13.534;13.539;13.525;13.532;12.297;9.053;7.266;2009-07-21_07:00;202.292;13.731;13.736;13.749;13.762;13.732;12.517
2009-07-21_08:00;202.333;13.486;13.466;13.453;13.459;12.273;9.227;7.266;2009-07-21_08:00;202.333;13.683;13.664;13.701;13.690;13.660;12.517
2009-07-21_09:00;202.375;13.413;13.418;13.405;13.411;12.273;9.078;7.291;2009-07-21_09:00;202.375;13.683;13.664;13.677;13.690;13.660;12.565
2009-07-21_10:00;202.417;13.437;13.442;13.405;13.411;12.394;9.128;7.266;2009-07-21_10:00;202.417;13.659;13.640;13.677;13.666;13.636;12.589
2009-07-21_11:00;202.458;13.534;13.514;13.477;13.459;12.297;9.177;7.266;2009-07-21_11:00;202.458;13.731;13.712;13.725;13.714;13.684;12.613
2009-07-21_12:00;202.500;13.606;13.587;13.549;13.556;12.369;9.227;7.240;2009-07-21_12:00;202.500;13.779;13.760;13.773;13.786;13.756;12.637
2009-07-21_13:00;202.542;13.774;13.731;13.670;13.652;12.442;9.128;7.240;2009-07-21_13:00;202.542;13.923;13.928;13.893;13.906;13.828;12.686
2009-07-21_14:00;202.583;13.726;13.731;13.718;13.724;12.418;9.177;7.266;2009-07-21_14:00;202.583;13.875;13.856;13.869;13.858;13.828;12.710
2009-07-21_15:00;202.625;13.750;13.755;13.742;13.724;12.514;9.251;7.266;2009-07-21_15:00;202.625;13.875;13.856;13.869;13.882;13.828;12.734
2009-07-21_16:00;202.667;13.774;13.779;13.766;13.748;12.563;9.350;7.240;2009-07-21_16:00;202.667;13.899;13.880;13.893;13.882;13.852;12.758
2009-07-21_17:00;202.708;13.846;13.851;13.838;13.820;12.611;9.251;7.240;2009-07-21_17:00;202.708;13.947;13.928;13.941;13.954;13.900;12.782
2009-07-21_18:00;202.750;14.014;13.947;13.910;13.916;12.683;9.202;7.240;2009-07-21_18:00;202.750;14.043;14.024;14.037;14.050;13.972;12.806
2009-07-21_19:00;202.792;14.014;13.995;13.982;13.892;12.514;9.325;7.240;2009-07-21_19:00;202.792;14.091;14.072;14.085;14.050;13.948;12.830
2009-07-21_20:00;202.833;13.942;13.947;13.934;13.916;12.683;9.103;7.240;2009-07-21_20:00;202.833;13.995;14.000;14.013;14.002;13.924;12.830
2009-07-21_21:00;202.875;13.870;13.875;13.862;13.868;12.539;9.227;7.266;2009-07-21_21:00;202.875;13.947;13.952;13.989;13.978;13.948;12.855
2009-07-21_22:00;202.917;13.798;13.803;13.790;13.820;12.635;9.424;7.266;2009-07-21_22:00;202.917;13.923;13.928;13.965;13.954;13.924;12.855
2009-07-21_23:00;202.958;13.702;13.731;13.718;13.724;12.708;9.325;7.266;2009-07-21_23:00;202.958;13.875;13.856;13.893;13.882;13.876;12.879
2009-07-22_00:00;203.000;13.630;13.659;13.646;13.652;12.514;9.251;7.215;2009-07-22_00:00;203.000;13.803;13.832;13.845;13.834;13.804;12.879
2009-07-22_01:00;203.042;13.558;13.587;13.573;13.580;12.708;9.325;7.240;2009-07-22_01:00;203.042;13.731;13.736;13.773;13.762;13.756;12.879
2009-07-22_02:00;203.083;13.510;13.539;13.525;13.532;12.756;9.399;7.266;2009-07-22_02:00;203.083;13.659;13.664;13.701;13.714;13.684;12.903
2009-07-22_03:00;203.125;13.437;13.466;13.453;13.459;12.780;9.276;7.240;2009-07-22_03:00;203.125;13.635;13.640;13.653;13.666;13.660;12.903
2009-07-22_04:00;203.167;13.389;13.394;13.381;13.387;12.732;9.399;7.240;2009-07-22_04:00;203.167;13.587;13.592;13.605;13.618;13.612;12.903
2009-07-22_05:00;203.208;13.317;13.346;13.333;13.339;12.756;9.276;7.240;2009-07-22_05:00;203.208;13.587;13.592;13.605;13.594;13.564;12.903
2009-07-22_06:00;203.250;13.293;13.298;13.285;13.291;12.780;9.325;7.266;2009-07-22_06:00;203.250;13.515;13.519;13.557;13.522;13.491;12.903
2009-07-22_07:00;203.292;13.317;13.322;13.285;13.291;12.732;9.227;7.240;2009-07-22_07:00;203.292;13.515;13.495;13.533;13.522;13.467;12.879
2009-07-22_08:00;203.333;13.365;13.370;13.333;13.291;12.852;9.350;7.215;2009-07-22_08:00;203.333;13.563;13.544;13.557;13.570;13.467;12.879
2009-07-22_09:00;203.375;13.678;13.539;13.477;13.363;12.804;9.325;7.215;2009-07-22_09:00;203.375;13.851;13.688;13.653;13.714;13.419;12.879
2009-07-22_10:00;203.417;13.750;13.755;13.670;13.483;12.876;9.251;7.215;2009-07-22_10:00;203.417;13.971;13.904;13.749;13.690;13.395;12.855
2009-07-22_11:00;203.458;13.990;13.971;13.934;13.820;12.708;9.498;7.240;2009-07-22_11:00;203.458;13.899;13.904;13.917;13.906;13.419;12.855
2009-07-22_12:00;203.500;14.110;14.091;14.030;13.988;12.708;9.202;7.240;2009-07-22_12:00;203.500;14.067;14.072;14.061;14.050;13.443;12.855
2009-07-22_13:00;203.542;14.182;14.163;14.150;14.156;12.756;9.621;7.266;2009-07-22_13:00;203.542;14.067;14.048;14.061;14.074;13.780;12.830
2009-07-22_14:00;203.583;14.254;14.235;14.222;14.204;12.756;9.449;7.291;2009-07-22_14:00;203.583;14.211;14.192;14.181;14.194;13.924;12.830
2009-07-22_15:00;203.625;14.325;14.307;14.270;14.300;12.756;9.301;7.341;2009-07-22_15:00;203.625;14.187;14.168;14.157;14.170;14.092;12.830
2009-07-22_16:00;203.667;14.421;14.426;14.390;14.395;12.780;9.695;7.291;2009-07-22_16:00;203.667;14.235;14.240;14.253;14.242;14.188;12.830
2009-07-22_17:00;203.708;14.493;14.450;14.437;14.395;12.804;9.547;7.291;2009-07-22_17:00;203.708;14.450;14.407;14.420;14.314;14.116;12.830
2009-07-22_18:00;203.750;14.637;14.594;14.533;14.467;12.901;9.474;7.316;2009-07-22_18:00;203.750;14.666;14.599;14.516;14.385;14.068;12.830
2009-07-22_19:00;203.792;14.637;14.642;14.605;14.467;12.852;9.523;7.341;2009-07-22_19:00;203.792;14.833;14.647;14.612;14.337;14.020;12.830
2009-07-22_20:00;203.833;14.685;14.690;14.653;14.515;12.828;9.325;7.291;2009-07-22_20:00;203.833;14.738;14.743;14.636;14.385;13.996;12.806
2009-07-22_21:00;203.875;14.589;14.594;14.581;14.563;12.852;9.375;7.316;2009-07-22_21:00;203.875;14.594;14.599;14.612;14.409;13.948;12.806
2009-07-22_22:00;203.917;14.517;14.522;14.509;14.515;12.780;9.276;7.316;2009-07-22_22:00;203.917;14.378;14.383;14.396;14.385;14.236;12.806
2009-07-22_23:00;203.958;14.421;14.426;14.413;14.419;12.708;9.301;7.291;2009-07-22_23:00;203.958;14.354;14.359;14.372;14.361;14.284;12.806
2009-07-23_00:00;204.000;14.349;14.354;14.342;14.300;12.780;9.375;7.291;2009-07-23_00:00;204.000;14.307;14.312;14.324;14.337;14.284;12.806
2009-07-23_01:00;204.042;14.254;14.259;14.246;14.252;12.901;9.004;7.341;2009-07-23_01:00;204.042;14.235;14.240;14.253;14.242;14.212;12.806
2009-07-23_02:00;204.083;14.182;14.187;14.174;14.180;12.804;9.029;7.391;2009-07-23_02:00;204.083;14.163;14.168;14.181;14.170;14.140;12.806
2009-07-23_03:00;204.125;14.038;14.043;14.054;14.036;12.708;9.449;7.341;2009-07-23_03:00;204.125;14.115;14.096;14.133;14.122;14.116;12.806
2009-07-23_04:00;204.167;13.918;13.923;13.910;13.916;12.708;9.227;7.442;2009-07-23_04:00;204.167;14.043;14.024;14.061;14.050;14.020;12.830
2009-07-23_05:00;204.208;13.798;13.803;13.790;13.772;12.659;9.474;7.341;2009-07-23_05:00;204.208;13.995;14.000;14.013;14.002;13.996;12.855
2009-07-23_06:00;204.250;13.750;13.755;13.742;13.724;13.238;9.474;7.341;2009-07-23_06:00;204.250;13.971;13.952;13.965;13.954;13.948;12.879
2009-07-23_07:00;204.292;13.750;13.755;13.742;13.748;13.190;9.251;7.366;2009-07-23_07:00;204.292;13.923;13.904;13.941;13.930;13.924;12.903
2009-07-23_08:00;204.333;13.726;13.731;13.718;13.724;13.238;9.202;7.366;2009-07-23_08:00;204.333;13.899;13.880;13.917;13.906;13.876;12.927
2009-07-23_09:00;204.375;13.678;13.683;13.670;13.652;13.454;9.227;7.366;2009-07-23_09:00;204.375;13.875;13.856;13.893;13.882;13.852;12.951
2009-07-23_10:00;204.417;13.702;13.683;13.670;13.676;13.262;9.227;7.391;2009-07-23_10:00;204.417;13.899;13.880;13.893;13.906;13.852;12.951
2009-07-23_11:00;204.458;13.702;13.707;13.694;13.700;13.575;9.103;7.366;2009-07-23_11:00;204.458;13.923;13.904;13.917;13.906;13.900;12.951
2009-07-23_12:00;204.500;13.726;13.731;13.694;13.724;13.575;9.424;7.366;2009-07-23_12:00;204.500;13.947;13.928;13.941;13.930;13.924;12.975
2009-07-23_13:00;204.542;13.774;13.779;13.742;13.748;13.647;9.325;7.341;2009-07-23_13:00;204.542;13.947;13.928;13.941;13.954;13.924;12.975
2009-07-23_14:00;204.583;13.798;13.803;13.766;13.796;13.695;9.177;7.366;2009-07-23_14:00;204.583;13.995;13.976;13.989;13.978;13.948;12.999
2009-07-23_15:00;204.625;13.774;13.779;13.766;13.772;13.671;9.251;7.391;2009-07-23_15:00;204.625;13.971;13.976;13.989;13.978;13.972;12.999
2009-07-23_16:00;204.667;13.774;13.779;13.766;13.772;13.719;9.301;7.341;2009-07-23_16:00;204.667;13.971;13.952;13.989;13.978;13.972;12.999
2009-07-23_17:00;204.708;13.774;13.779;13.766;13.748;13.647;9.424;7.366;2009-07-23_17:00;204.708;13.971;13.952;13.989;13.978;13.948;13.023
2009-07-23_18:00;204.750;13.750;13.755;13.742;13.748;13.719;9.251;7.391;2009-07-23_18:00;204.750;13.947;13.952;13.965;13.954;13.948;13.023
2009-07-23_19:00;204.792;13.750;13.755;13.742;13.748;13.671;9.227;7.341;2009-07-23_19:00;204.792;13.947;13.952;13.965;13.954;13.948;13.023
2009-07-23_20:00;204.833;13.750;13.755;13.742;13.748;13.695;9.350;7.391;2009-07-23_20:00;204.833;13.947;13.928;13.965;13.954;13.948;13.047
2009-07-23_21:00;204.875;13.726;13.731;13.718;13.724;13.599;9.227;7.417;2009-07-23_21:00;204.875;13.923;13.928;13.941;13.930;13.924;13.047
2009-07-23_22:00;204.917;13.702;13.707;13.694;13.700;13.647;9.276;7.366;2009-07-23_22:00;204.917;13.923;13.904;13.941;13.930;13.900;13.047
2009-07-23_23:00;204.958;13.678;13.683;13.670;13.676;13.647;9.375;7.391;2009-07-23_23:00;204.958;13.899;13.904;13.917;13.906;13.900;13.047
2009-07-24_00:00;205.000;13.654;13.659;13.646;13.652;13.623;9.128;7.366;2009-07-24_00:00;205.000;13.875;13.880;13.893;13.882;13.876;13.047
2009-07-24_01:00;205.042;13.630;13.635;13.622;13.628;13.599;9.399;7.366;2009-07-24_01:00;205.042;13.851;13.832;13.869;13.858;13.852;13.047
2009-07-24_02:00;205.083;13.582;13.587;13.573;13.580;13.527;9.375;7.341;2009-07-24_02:00;205.083;13.827;13.808;13.845;13.810;13.804;13.071
2009-07-24_03:00;205.125;13.558;13.539;13.549;13.532;13.502;9.202;7.366;2009-07-24_03:00;205.125;13.779;13.784;13.797;13.786;13.780;13.047
2009-07-24_04:00;205.167;13.486;13.490;13.477;13.508;13.454;9.202;7.366;2009-07-24_04:00;205.167;13.755;13.736;13.773;13.762;13.756;13.047
2009-07-24_05:00;205.208;13.486;13.490;13.453;13.459;13.454;9.399;7.341;2009-07-24_05:00;205.208;13.731;13.712;13.725;13.738;13.708;13.047
2009-07-24_06:00;205.250;13.461;13.442;13.429;13.435;13.382;8.979;7.341;2009-07-24_06:00;205.250;13.707;13.712;13.725;13.714;13.684;13.047
2009-07-24_07:00;205.292;13.461;13.442;13.429;13.435;13.406;9.202;7.417;2009-07-24_07:00;205.292;13.707;13.688;13.701;13.714;13.684;13.047
2009-07-24_08:00;205.333;13.461;13.466;13.429;13.435;13.430;9.276;7.391;2009-07-24_08:00;205.333;13.707;13.712;13.725;13.714;13.684;13.047
2009-07-24_09:00;205.375;13.486;13.466;13.453;13.459;13.406;9.251;7.417;2009-07-24_09:00;205.375;13.731;13.712;13.725;13.714;13.708;13.047
2009-07-24_10:00;205.417;13.510;13.490;13.477;13.483;13.382;9.325;7.391;2009-07-24_10:00;205.417;13.755;13.736;13.749;13.762;13.732;13.023
2009-07-24_11:00;205.458;13.510;13.514;13.501;13.483;13.454;8.880;7.341;2009-07-24_11:00;205.458;13.755;13.760;13.773;13.762;13.732;13.023
2009-07-24_12:00;205.500;13.510;13.490;13.477;13.483;13.478;9.424;7.391;2009-07-24_12:00;205.500;13.755;13.736;13.773;13.762;13.732;13.023
2009-07-24_13:00;205.542;13.534;13.514;13.477;13.483;13.454;9.251;7.366;2009-07-24_13:00;205.542;13.779;13.760;13.773;13.786;13.756;13.023
2009-07-24_14:00;205.583;13.534;13.539;13.501;13.532;13.502;9.152;7.366;2009-07-24_14:00;205.583;13.755;13.760;13.773;13.786;13.756;13.023
2009-07-24_15:00;205.625;13.534;13.539;13.525;13.532;13.502;9.523;7.366;2009-07-24_15:00;205.625;13.779;13.784;13.797;13.786;13.756;13.023
2009-07-24_16:00;205.667;13.558;13.539;13.525;13.532;13.502;9.301;7.341;2009-07-24_16:00;205.667;13.803;13.784;13.797;13.810;13.780;13.023
2009-07-24_17:00;205.708;13.606;13.611;13.573;13.580;13.502;9.449;7.341;2009-07-24_17:00;205.708;13.827;13.808;13.845;13.834;13.804;13.023
2009-07-24_18:00;205.750;13.630;13.611;13.598;13.604;13.478;9.449;7.316;2009-07-24_18:00;205.750;13.851;13.832;13.845;13.858;13.828;13.023
2009-07-24_19:00;205.792;13.630;13.611;13.598;13.604;13.502;9.350;7.366;2009-07-24_19:00;205.792;13.851;13.832;13.869;13.858;13.828;13.023
2009-07-24_20:00;205.833;13.630;13.611;13.598;13.604;13.502;9.399;7.341;2009-07-24_20:00;205.833;13.851;13.832;13.869;13.858;13.828;13.023
2009-07-24_21:00;205.875;13.630;13.611;13.598;13.604;13.551;9.375;7.391;2009-07-24_21:00;205.875;13.851;13.832;13.869;13.858;13.828;13.047
2009-07-24_22:00;205.917;13.630;13.635;13.622;13.604;13.527;9.227;7.341;2009-07-24_22:00;205.917;13.851;13.832;13.869;13.858;13.828;13.047
2009-07-24_23:00;205.958;13.630;13.635;13.598;13.604;13.575;9.202;7.341;2009-07-24_23:00;205.958;13.851;13.832;13.845;13.858;13.828;13.047
2009-07-25_00:00;206.000;13.630;13.611;13.598;13.604;13.551;9.597;7.316;2009-07-25_00:00;206.000;13.827;13.832;13.845;13.834;13.828;13.047
2009-07-25_01:00;206.042;13.606;13.611;13.598;13.580;13.551;9.202;7.341;2009-07-25_01:00;206.042;13.827;13.832;13.845;13.834;13.828;13.047
2009-07-25_02:00;206.083;13.582;13.587;13.573;13.580;13.551;9.325;7.341;2009-07-25_02:00;206.083;13.827;13.808;13.821;13.834;13.804;13.047
2009-07-25_03:00;206.125;13.582;13.587;13.573;13.580;13.551;9.227;7.316;2009-07-25_03:00;206.125;13.803;13.808;13.821;13.810;13.804;13.047
2009-07-25_04:00;206.167;13.582;13.587;13.573;13.580;13.527;9.325;7.341;2009-07-25_04:00;206.167;13.803;13.808;13.821;13.810;13.804;13.047
2009-07-25_05:00;206.208;13.582;13.587;13.573;13.580;13.551;9.251;7.316;2009-07-25_05:00;206.208;13.803;13.808;13.821;13.810;13.804;13.047
2009-07-25_06:00;206.250;13.582;13.587;13.573;13.580;13.551;9.350;7.291;2009-07-25_06:00;206.250;13.803;13.808;13.821;13.810;13.804;13.047
2009-07-25_07:00;206.292;13.582;13.563;13.549;13.556;13.551;9.227;7.316;2009-07-25_07:00;206.292;13.803;13.808;13.821;13.810;13.804;13.047
2009-07-25_08:00;206.333;13.582;13.587;13.549;13.556;13.551;9.103;7.341;2009-07-25_08:00;206.333;13.827;13.808;13.821;13.834;13.804;13.047
2009-07-25_09:00;206.375;13.630;13.611;13.598;13.580;13.551;9.276;7.291;2009-07-25_09:00;206.375;13.851;13.832;13.845;13.858;13.828;13.047
2009-07-25_10:00;206.417;13.726;13.707;13.670;13.676;13.599;9.276;7.291;2009-07-25_10:00;206.417;13.923;13.904;13.917;13.906;13.852;13.071
2009-07-25_11:00;206.458;13.918;13.899;13.862;13.820;13.551;9.251;7.291;2009-07-25_11:00;206.458;14.043;14.024;14.037;14.026;13.972;13.071
2009-07-25_12:00;206.500;14.110;14.091;14.078;14.036;13.575;9.399;7.266;2009-07-25_12:00;206.500;14.211;14.192;14.205;14.194;14.092;13.071
2009-07-25_13:00;206.542;14.301;14.307;14.270;14.276;13.575;9.350;7.266;2009-07-25_13:00;206.542;14.307;14.312;14.301;14.314;14.236;13.071
2009-07-25_14:00;206.583;14.541;14.546;14.509;14.467;13.575;9.399;7.291;2009-07-25_14:00;206.583;14.450;14.455;14.444;14.457;14.212;13.071
2009-07-25_15:00;206.625;14.685;14.690;14.677;14.539;13.575;9.301;7.291;2009-07-25_15:00;206.625;14.474;14.479;14.492;14.481;14.427;13.071
2009-07-25_16:00;206.667;14.780;14.762;14.725;14.611;13.599;9.646;7.316;2009-07-25_16:00;206.667;14.761;14.743;14.755;14.649;14.331;13.096
2009-07-25_17:00;206.708;14.876;14.881;14.868;14.826;13.575;9.350;7.341;2009-07-25_17:00;206.708;14.690;14.647;14.684;14.697;14.595;13.096
2009-07-25_18:00;206.750;14.972;14.977;14.964;14.946;13.575;9.424;7.316;2009-07-25_18:00;206.750;14.905;14.886;14.851;14.721;14.547;13.096
2009-07-25_19:00;206.792;15.163;15.192;15.131;14.898;13.575;9.375;7.291;2009-07-25_19:00;206.792;14.929;14.934;14.875;14.840;14.499;13.096
2009-07-25_20:00;206.833;15.306;15.311;15.155;14.683;13.599;9.202;7.316;2009-07-25_20:00;206.833;15.048;15.006;14.947;14.864;14.523;13.096
2009-07-25_21:00;206.875;15.306;15.264;15.131;14.778;13.599;9.474;7.291;2009-07-25_21:00;206.875;15.168;14.886;14.851;14.816;14.547;13.096
2009-07-25_22:00;206.917;15.163;15.168;15.155;14.754;13.575;9.325;7.316;2009-07-25_22:00;206.917;15.192;14.934;14.851;14.816;14.547;13.096
2009-07-25_23:00;206.958;15.067;15.072;15.060;14.754;13.575;9.325;7.291;2009-07-25_23:00;206.958;14.785;14.790;14.803;14.816;14.547;13.096
2009-07-26_00:00;207.000;14.995;15.001;14.988;14.611;13.575;9.301;7.266;2009-07-26_00:00;207.000;14.714;14.719;14.732;14.745;14.523;13.071
2009-07-26_01:00;207.042;14.828;14.833;14.821;14.754;13.575;9.325;7.291;2009-07-26_01:00;207.042;14.690;14.671;14.684;14.673;14.571;13.071
2009-07-26_02:00;207.083;14.732;14.738;14.701;14.659;13.599;9.227;7.266;2009-07-26_02:00;207.083;14.690;14.695;14.708;14.697;14.571;13.071
2009-07-26_03:00;207.125;14.589;14.594;14.581;14.587;13.575;9.375;7.291;2009-07-26_03:00;207.125;14.594;14.599;14.612;14.601;14.499;13.071
2009-07-26_04:00;207.167;14.493;14.498;14.485;14.491;13.575;9.301;7.240;2009-07-26_04:00;207.167;14.522;14.527;14.540;14.553;14.451;13.071
2009-07-26_05:00;207.208;14.493;14.474;14.461;14.395;13.599;9.375;7.291;2009-07-26_05:00;207.208;14.474;14.479;14.492;14.481;14.451;13.071
2009-07-26_06:00;207.250;14.469;14.474;14.437;14.443;13.575;9.276;7.291;2009-07-26_06:00;207.250;14.450;14.455;14.468;14.481;14.379;13.047
2009-07-26_07:00;207.292;14.517;14.498;14.485;14.467;13.575;9.251;7.291;2009-07-26_07:00;207.292;14.522;14.503;14.516;14.505;14.403;13.047
2009-07-26_08:00;207.333;14.589;14.570;14.557;14.539;13.599;9.227;7.291;2009-07-26_08:00;207.333;14.546;14.527;14.588;14.553;14.499;13.047
2009-07-26_09:00;207.375;14.709;14.666;14.653;14.611;13.575;9.375;7.316;2009-07-26_09:00;207.375;14.642;14.623;14.660;14.625;14.571;13.047
2009-07-26_10:00;207.417;14.900;14.881;14.868;14.826;13.599;9.424;7.291;2009-07-26_10:00;207.417;14.761;14.743;14.779;14.745;14.667;13.047
