MH_Time;MH_DOY;MH_0.1_m;MH_0.3_m;MH_0.5_m;MH_1.0_m;MH_3.0_m;MH_5.0_m;MH_7_m;IH_Time;IH_DOY;IH_0.1_m;IH_0.3_m;IH_0.5_m;IH_1.0_m;IH_3.0_m;IH_5.0_m
2009-06-16_11:00;167.458;7.959;7.962;7.946;7.956;7.599;7.533;7.266;2009-06-16_11:00;167.458;10.142;10.097;10.111;10.124;10.045;9.641
2009-06-16_12:00;167.500;7.984;7.962;7.946;7.956;7.750;7.583;7.266;2009-06-16_12:00;167.500;10.215;10.146;10.136;10.173;10.069;9.641
2009-06-16_13:00;167.542;8.159;8.137;8.121;8.081;7.775;7.533;7.140;2009-06-16_13:00;167.542;10.362;10.293;10.307;10.296;10.167;9.616
2009-06-16_14:00;167.583;8.159;8.162;8.146;8.156;7.900;7.533;7.165;2009-06-16_14:00;167.583;10.387;10.342;10.356;10.320;10.192;9.616
2009-06-16_15:00;167.625;8.134;8.137;8.121;8.131;7.950;7.533;7.316;2009-06-16_15:00;167.625;10.411;10.367;10.356;10.369;10.290;9.591
2009-06-16_16:00;167.667;8.159;8.162;8.146;8.156;8.025;7.734;7.240;2009-06-16_16:00;167.667;10.411;10.391;10.405;10.394;10.314;9.591
2009-06-16_17:00;167.708;8.209;8.212;8.221;8.206;8.150;7.784;7.215;2009-06-16_17:00;167.708;10.411;10.342;10.405;10.394;10.339;9.567
2009-06-16_18:00;167.750;8.308;8.361;8.346;8.305;8.250;8.134;7.240;2009-06-16_18:00;167.750;10.313;10.293;10.332;10.320;10.290;9.567
2009-06-16_19:00;167.792;8.283;8.287;8.271;8.281;8.250;8.134;7.190;2009-06-16_19:00;167.792;10.240;10.220;10.258;10.247;10.241;9.542
2009-06-16_20:00;167.833;8.259;8.237;8.221;8.181;8.150;8.134;7.391;2009-06-16_20:00;167.833;10.191;10.146;10.209;10.173;10.167;9.567
2009-06-16_21:00;167.875;8.184;8.187;8.171;8.181;8.125;8.134;7.768;2009-06-16_21:00;167.875;10.093;10.073;10.111;10.100;10.094;9.567
2009-06-16_22:00;167.917;8.109;8.112;8.071;8.081;8.100;8.084;8.068;2009-06-16_22:00;167.917;9.970;9.950;9.988;9.977;9.995;9.542
2009-06-16_23:00;167.958;8.034;8.037;8.021;8.031;8.025;8.034;7.993;2009-06-16_23:00;167.958;9.872;9.901;9.915;9.928;9.897;9.542
2009-06-17_00:00;168.000;7.934;7.962;7.921;7.931;7.900;7.909;7.918;2009-06-17_00:00;168.000;9.822;9.802;9.841;9.829;9.823;9.542
2009-06-17_01:00;168.042;7.834;7.862;7.846;7.856;7.775;7.759;7.693;2009-06-17_01:00;168.042;9.699;9.728;9.767;9.731;9.700;9.517
2009-06-17_02:00;168.083;7.784;7.787;7.771;7.781;7.750;7.759;7.517;2009-06-17_02:00;168.083;9.601;9.605;9.644;9.682;9.626;9.493
2009-06-17_03:00;168.125;7.734;7.737;7.721;7.731;7.725;7.659;7.341;2009-06-17_03:00;168.125;9.527;9.507;9.545;9.534;9.528;9.468
2009-06-17_04:00;168.167;7.609;7.636;7.620;7.631;7.499;7.433;7.316;2009-06-17_04:00;168.167;9.478;9.482;9.496;9.509;9.479;9.444
2009-06-17_05:00;168.208;7.558;7.561;7.545;7.430;7.348;7.282;7.140;2009-06-17_05:00;168.208;9.403;9.408;9.422;9.435;9.404;9.394
2009-06-17_06:00;168.250;7.508;7.511;7.495;7.505;7.424;7.307;7.039;2009-06-17_06:00;168.250;9.329;9.309;9.348;9.336;9.306;9.369
2009-06-17_07:00;168.292;7.609;7.561;7.469;7.455;7.323;7.181;7.039;2009-06-17_07:00;168.292;9.478;9.408;9.397;9.386;9.256;9.345
2009-06-17_08:00;168.333;7.659;7.662;7.570;7.605;7.424;7.257;7.039;2009-06-17_08:00;168.333;9.502;9.432;9.397;9.386;9.281;9.295
2009-06-17_09:00;168.375;7.734;7.712;7.645;7.681;7.398;7.282;7.215;2009-06-17_09:00;168.375;9.675;9.482;9.472;9.509;9.330;9.271
2009-06-17_10:00;168.417;7.709;7.712;7.670;7.681;7.474;7.332;7.190;2009-06-17_10:00;168.417;9.601;9.556;9.545;9.558;9.330;9.246
2009-06-17_11:00;168.458;7.809;7.787;7.721;7.731;7.599;7.408;7.291;2009-06-17_11:00;168.458;9.822;9.704;9.693;9.706;9.429;9.221
2009-06-17_12:00;168.500;7.784;7.787;7.746;7.781;7.599;7.508;7.417;2009-06-17_12:00;168.500;10.019;9.802;9.792;9.829;9.479;9.197
2009-06-17_13:00;168.542;7.809;7.787;7.771;7.781;7.700;7.608;7.391;2009-06-17_13:00;168.542;9.921;9.851;9.841;9.854;9.528;9.197
2009-06-17_14:00;168.583;7.884;7.887;7.846;7.856;7.800;7.759;7.442;2009-06-17_14:00;168.583;10.019;9.950;9.964;9.952;9.626;9.172
2009-06-17_15:00;168.625;7.959;7.962;7.921;7.906;7.875;7.684;7.567;2009-06-17_15:00;168.625;10.068;10.023;10.038;10.001;9.626;9.147
2009-06-17_16:00;168.667;8.308;8.212;8.171;8.131;8.050;7.734;7.592;2009-06-17_16:00;168.667;10.264;10.146;10.160;10.149;9.750;9.147
2009-06-17_17:00;168.708;8.408;8.386;8.371;8.256;7.950;7.709;7.517;2009-06-17_17:00;168.708;10.338;10.244;10.283;10.247;9.823;9.122
2009-06-17_18:00;168.750;8.507;8.511;8.445;8.380;8.075;7.709;7.542;2009-06-17_18:00;168.750;10.289;10.269;10.283;10.271;9.799;9.122
2009-06-17_19:00;168.792;8.433;8.436;8.395;8.380;8.000;7.734;7.517;2009-06-17_19:00;168.792;10.264;10.269;10.307;10.271;9.700;9.122
2009-06-17_20:00;168.833;8.408;8.436;8.420;8.430;7.925;7.659;7.517;2009-06-17_20:00;168.833;10.264;10.244;10.283;10.271;9.897;9.098
2009-06-17_21:00;168.875;8.458;8.486;8.470;8.455;7.975;7.709;7.542;2009-06-17_21:00;168.875;10.215;10.220;10.234;10.222;9.799;9.098
2009-06-17_22:00;168.917;8.383;8.386;8.371;8.380;8.000;7.734;7.517;2009-06-17_22:00;168.917;10.166;10.171;10.209;10.198;9.823;9.098
2009-06-17_23:00;168.958;8.358;8.361;8.321;8.380;7.950;7.709;7.492;2009-06-17_23:00;168.958;10.117;10.122;10.160;10.124;9.897;9.073
2009-06-18_00:00;169.000;8.283;8.361;8.321;8.330;7.950;7.734;7.492;2009-06-18_00:00;169.000;10.044;10.048;10.087;10.075;9.922;9.073
2009-06-18_01:00;169.042;8.259;8.287;8.271;8.256;8.000;7.684;7.517;2009-06-18_01:00;169.042;10.019;9.999;10.038;10.026;9.946;9.048
2009-06-18_02:00;169.083;8.234;8.262;8.221;8.231;7.975;7.709;7.467;2009-06-18_02:00;169.083;9.945;9.974;9.988;9.977;9.873;9.048
2009-06-18_03:00;169.125;8.109;8.112;8.096;8.106;7.925;7.684;7.442;2009-06-18_03:00;169.125;9.921;9.901;9.939;9.928;9.897;9.048
2009-06-18_04:00;169.167;8.009;8.062;8.046;8.031;7.925;7.659;7.341;2009-06-18_04:00;169.167;9.847;9.827;9.866;9.854;9.774;9.023
2009-06-18_05:00;169.208;7.934;7.937;7.946;7.931;7.800;7.634;7.542;2009-06-18_05:00;169.208;9.749;9.704;9.743;9.731;9.626;9.023
2009-06-18_06:00;169.250;7.959;7.962;7.946;7.931;7.800;7.533;7.316;2009-06-18_06:00;169.250;9.749;9.654;9.718;9.706;9.651;9.048
2009-06-18_07:00;169.292;7.959;7.962;7.946;7.956;7.650;7.533;7.291;2009-06-18_07:00;169.292;9.724;9.654;9.718;9.682;9.626;9.048
2009-06-18_08:00;169.333;8.009;8.012;7.996;7.956;7.574;7.433;7.215;2009-06-18_08:00;169.333;9.749;9.704;9.743;9.706;9.626;9.048
2009-06-18_09:00;169.375;8.084;8.087;8.071;8.031;7.599;7.332;7.215;2009-06-18_09:00;169.375;9.847;9.802;9.841;9.780;9.700;9.073
2009-06-18_10:00;169.417;8.209;8.212;8.196;8.181;7.574;7.382;7.240;2009-06-18_10:00;169.417;9.970;9.974;9.964;9.928;9.848;9.098
2009-06-18_11:00;169.458;8.308;8.312;8.271;8.256;7.700;7.357;7.240;2009-06-18_11:00;169.458;10.191;10.171;10.136;10.100;9.995;9.098
2009-06-18_12:00;169.500;8.408;8.411;8.371;8.330;7.800;7.483;7.266;2009-06-18_12:00;169.500;10.338;10.318;10.283;10.271;10.192;9.122
2009-06-18_13:00;169.542;8.557;8.536;8.495;8.480;7.950;7.458;7.266;2009-06-18_13:00;169.542;10.607;10.612;10.577;10.541;10.363;9.147
2009-06-18_14:00;169.583;8.731;8.734;8.669;8.679;8.175;7.508;7.266;2009-06-18_14:00;169.583;10.827;10.832;10.772;10.761;10.608;9.221
2009-06-18_15:00;169.625;8.954;8.958;8.868;8.852;8.573;7.433;7.266;2009-06-18_15:00;169.625;11.071;11.027;10.967;10.932;10.804;9.246
2009-06-18_16:00;169.667;9.226;9.230;9.140;9.174;8.275;7.508;7.266;2009-06-18_16:00;169.667;11.339;11.222;11.162;11.175;10.999;9.320
2009-06-18_17:00;169.708;9.547;9.526;9.437;9.421;8.349;7.483;7.291;2009-06-18_17:00;169.708;11.290;11.246;11.211;11.224;11.096;9.394
2009-06-18_18:00;169.750;9.744;9.699;9.659;9.643;8.573;7.483;7.240;2009-06-18_18:00;169.750;11.387;11.319;11.284;11.297;11.194;9.444
2009-06-18_19:00;169.792;9.843;9.797;9.733;9.717;8.524;7.458;7.215;2009-06-18_19:00;169.792;11.314;11.270;11.284;11.297;11.218;9.493
2009-06-18_20:00;169.833;9.941;9.896;9.832;9.742;8.871;7.508;7.240;2009-06-18_20:00;169.833;11.266;11.246;11.260;11.273;11.218;9.542
2009-06-18_21:00;169.875;9.818;9.822;9.782;9.742;8.673;7.433;7.190;2009-06-18_21:00;169.875;11.217;11.197;11.235;11.224;11.218;9.616
2009-06-18_22:00;169.917;9.818;9.822;9.782;9.742;8.822;7.483;7.190;2009-06-18_22:00;169.917;11.168;11.149;11.187;11.200;11.169;9.665
2009-06-18_23:00;169.958;9.818;9.797;9.758;9.668;8.946;7.458;7.240;2009-06-18_23:00;169.958;11.144;11.124;11.138;11.127;11.121;9.715
2009-06-19_00:00;170.000;9.720;9.723;9.708;9.668;8.846;7.458;7.190;2009-06-19_00:00;170.000;11.046;11.051;11.089;11.078;11.023;9.739
2009-06-19_01:00;170.042;9.646;9.649;9.610;9.618;8.822;7.483;7.190;2009-06-19_01:00;170.042;10.973;10.978;10.992;11.005;10.974;9.764
2009-06-19_02:00;170.083;9.522;9.551;9.536;9.544;8.896;7.458;7.240;2009-06-19_02:00;170.083;10.876;10.880;10.894;10.907;10.852;9.788
2009-06-19_03:00;170.125;9.449;9.452;9.437;9.446;9.020;7.458;7.165;2009-06-19_03:00;170.125;10.803;10.807;10.845;10.834;10.804;9.788
2009-06-19_04:00;170.167;9.374;9.378;9.363;9.372;9.094;7.458;7.190;2009-06-19_04:00;170.167;10.729;10.709;10.748;10.736;10.706;9.813
2009-06-19_05:00;170.208;9.325;9.304;9.289;9.248;9.094;7.458;7.165;2009-06-19_05:00;170.208;10.705;10.660;10.699;10.687;10.657;9.813
2009-06-19_06:00;170.250;9.300;9.279;9.289;9.273;9.069;7.483;7.190;2009-06-19_06:00;170.250;10.705;10.636;10.674;10.663;10.608;9.813
2009-06-19_07:00;170.292;9.325;9.304;9.314;9.298;8.970;7.433;7.140;2009-06-19_07:00;170.292;10.680;10.612;10.674;10.638;10.584;9.788
2009-06-19_08:00;170.333;9.399;9.378;9.363;9.347;8.921;7.483;7.140;2009-06-19_08:00;170.333;10.729;10.636;10.699;10.663;10.608;9.788
2009-06-19_09:00;170.375;9.498;9.477;9.462;9.421;8.871;7.433;7.114;2009-06-19_09:00;170.375;10.778;10.734;10.797;10.736;10.681;9.788
2009-06-19_10:00;170.417;9.621;9.600;9.610;9.569;8.722;7.458;7.089;2009-06-19_10:00;170.417;10.851;10.832;10.894;10.834;10.779;9.788
2009-06-19_11:00;170.458;9.867;9.822;9.807;9.668;8.772;7.483;7.114;2009-06-19_11:00;170.458;11.095;11.149;11.114;11.053;10.950;9.788
2009-06-19_12:00;170.500;10.260;10.190;10.127;9.963;8.822;7.483;7.114;2009-06-19_12:00;170.500;11.314;11.343;11.333;11.297;11.096;9.813
2009-06-19_13:00;170.542;10.774;10.729;10.641;9.840;8.846;7.458;7.114;2009-06-19_13:00;170.542;11.970;11.951;11.867;11.856;11.096;9.813
2009-06-19_14:00;170.583;11.188;11.192;11.105;10.478;8.896;7.483;7.089;2009-06-19_14:00;170.583;12.357;12.362;12.230;12.050;11.023;9.813
2009-06-19_15:00;170.625;11.820;11.630;11.470;10.159;8.946;7.433;7.140;2009-06-19_15:00;170.625;12.840;12.652;12.472;12.364;11.023;9.838
2009-06-19_16:00;170.667;11.771;11.654;11.568;10.257;8.846;7.408;7.165;2009-06-19_16:00;170.667;13.274;13.014;12.569;11.807;11.047;9.838
2009-06-19_17:00;170.708;11.771;11.654;11.592;10.110;8.846;7.458;7.140;2009-06-19_17:00;170.708;13.130;13.110;13.075;12.340;11.096;9.838
2009-06-19_18:00;170.750;12.304;11.679;11.324;10.331;8.871;7.433;7.140;2009-06-19_18:00;170.750;13.515;13.351;13.051;12.582;11.145;9.862
2009-06-19_19:00;170.792;12.280;12.188;12.174;10.306;8.846;7.533;7.140;2009-06-19_19:00;170.792;13.274;13.207;13.148;12.316;11.047;9.862
2009-06-19_20:00;170.833;12.401;12.333;11.956;10.527;8.896;7.458;7.140;2009-06-19_20:00;170.833;13.515;13.255;13.268;12.534;11.145;9.862
2009-06-19_21:00;170.875;12.280;12.260;12.077;10.551;8.896;7.458;7.190;2009-06-19_21:00;170.875;13.346;13.303;13.220;12.751;11.096;9.862
2009-06-19_22:00;170.917;12.135;12.139;11.859;10.624;8.896;7.483;7.165;2009-06-19_22:00;170.917;13.130;13.134;13.148;12.920;11.096;9.887
2009-06-19_23:00;170.958;11.771;11.776;11.738;10.649;8.871;7.408;7.190;2009-06-19_23:00;170.958;13.033;13.014;13.027;13.016;11.072;9.862
2009-06-20_00:00;171.000;11.601;11.557;11.543;10.624;8.846;7.508;7.165;2009-06-20_00:00;171.000;12.840;12.821;12.834;12.823;11.047;9.862
2009-06-20_01:00;171.042;11.188;11.192;11.154;10.942;8.846;7.458;7.165;2009-06-20_01:00;171.042;12.551;12.556;12.593;12.582;11.121;9.838
2009-06-20_02:00;171.083;10.847;10.875;10.861;10.844;8.871;7.458;7.190;2009-06-20_02:00;171.083;12.382;12.362;12.376;12.364;11.267;9.838
2009-06-20_03:00;171.125;10.651;10.680;10.641;10.624;8.797;7.458;7.165;2009-06-20_03:00;171.125;12.164;12.144;12.182;12.171;11.728;9.838
2009-06-20_04:00;171.167;10.627;10.607;10.592;10.527;8.896;7.433;7.165;2009-06-20_04:00;171.167;12.018;11.975;12.012;12.001;11.777;9.838
2009-06-20_05:00;171.208;10.480;10.460;10.470;10.453;8.896;7.483;7.190;2009-06-20_05:00;171.208;11.922;11.878;11.916;11.904;11.826;9.838
2009-06-20_06:00;171.250;10.431;10.435;10.445;10.404;8.822;7.458;7.190;2009-06-20_06:00;171.250;11.897;11.829;11.867;11.856;11.753;9.838
2009-06-20_07:00;171.292;10.554;10.533;10.543;10.502;8.896;7.433;7.190;2009-06-20_07:00;171.292;11.873;11.829;11.867;11.832;11.680;9.911
2009-06-20_08:00;171.333;10.676;10.680;10.641;10.600;8.846;7.483;7.140;2009-06-20_08:00;171.333;11.970;11.902;11.964;11.880;11.728;9.887
2009-06-20_09:00;171.375;11.115;11.046;10.837;10.698;8.871;7.408;7.165;2009-06-20_09:00;171.375;12.261;12.217;12.134;12.050;11.728;9.887
2009-06-20_10:00;171.417;11.237;11.192;10.983;10.453;8.896;7.408;7.240;2009-06-20_10:00;171.417;12.647;12.362;12.279;12.122;11.777;9.911
2009-06-20_11:00;171.458;11.626;11.363;10.788;10.600;8.896;7.508;7.165;2009-06-20_11:00;171.458;12.599;12.362;12.327;12.389;11.777;9.911
2009-06-20_12:00;171.500;11.844;11.703;11.397;10.649;8.921;7.458;7.140;2009-06-20_12:00;171.500;12.961;12.749;12.641;12.654;11.826;9.911
2009-06-20_13:00;171.542;12.111;11.994;11.932;10.600;8.921;7.508;7.140;2009-06-20_13:00;171.542;13.130;12.918;12.858;12.920;11.801;9.936
2009-06-20_14:00;171.583;12.304;12.212;12.126;11.405;8.871;7.508;7.140;2009-06-20_14:00;171.583;13.178;12.990;13.003;13.016;11.874;9.985
2009-06-20_15:00;171.625;12.498;12.478;12.465;11.259;8.896;7.433;7.140;2009-06-20_15:00;171.625;13.466;13.279;13.268;13.257;11.801;9.985
2009-06-20_16:00;171.667;12.884;12.840;12.827;10.966;8.921;7.533;7.140;2009-06-20_16:00;171.667;13.490;13.375;13.436;13.377;11.850;9.985
2009-06-20_17:00;171.708;13.004;12.864;12.730;11.332;8.946;7.483;7.165;2009-06-20_17:00;171.708;13.731;13.640;13.677;13.522;11.898;10.010
2009-06-20_18:00;171.750;12.908;12.888;12.851;11.429;9.020;7.508;7.165;2009-06-20_18:00;171.750;13.635;13.568;13.653;13.594;11.850;10.010
2009-06-20_19:00;171.792;12.715;12.695;12.682;12.011;8.946;7.558;7.190;2009-06-20_19:00;171.792;13.635;13.592;13.629;13.546;11.850;10.034
2009-06-20_20:00;171.833;12.594;12.599;12.585;12.084;8.995;7.533;7.165;2009-06-20_20:00;171.833;13.611;13.616;13.629;13.594;11.826;10.059
2009-06-20_21:00;171.875;12.498;12.502;12.489;12.326;8.921;7.408;7.190;2009-06-20_21:00;171.875;13.539;13.519;13.557;13.522;11.874;10.059
2009-06-20_22:00;171.917;12.280;12.285;12.271;12.278;8.995;7.483;7.240;2009-06-20_22:00;171.917;13.370;13.375;13.388;13.377;11.898;10.108
2009-06-20_23:00;171.958;12.062;12.091;12.053;11.963;8.995;7.508;7.190;2009-06-20_23:00;171.958;13.226;13.231;13.244;13.233;11.874;10.132
2009-06-21_00:00;172.000;11.868;11.897;11.883;11.866;8.846;7.659;7.190;2009-06-21_00:00;172.000;13.057;13.062;13.075;13.088;11.898;10.132
2009-06-21_01:00;172.042;11.747;11.751;11.738;11.745;8.946;7.433;7.190;2009-06-21_01:00;172.042;12.937;12.942;12.979;12.968;11.971;10.132
2009-06-21_02:00;172.083;11.553;11.582;11.568;11.575;8.871;7.433;7.291;2009-06-21_02:00;172.083;12.768;12.773;12.786;12.799;11.898;10.157
2009-06-21_03:00;172.125;11.358;11.363;11.349;11.356;8.946;7.458;7.190;2009-06-21_03:00;172.125;12.599;12.604;12.617;12.630;12.165;10.181
2009-06-21_04:00;172.167;11.188;11.192;11.178;11.210;9.020;7.458;7.215;2009-06-21_04:00;172.167;12.478;12.483;12.496;12.485;12.213;10.181
2009-06-21_05:00;172.208;11.139;11.144;11.105;11.113;8.921;7.483;7.215;2009-06-21_05:00;172.208;12.454;12.435;12.424;12.437;12.310;10.181
2009-06-21_06:00;172.250;11.042;11.022;10.983;10.991;8.946;7.508;7.215;2009-06-21_06:00;172.250;12.357;12.338;12.351;12.340;12.262;10.157
2009-06-21_07:00;172.292;11.066;11.046;11.008;11.039;9.045;7.433;7.215;2009-06-21_07:00;172.292;12.382;12.314;12.279;12.292;12.237;10.181
2009-06-21_08:00;172.333;11.066;11.046;10.959;10.991;8.995;7.533;7.165;2009-06-21_08:00;172.333;12.454;12.338;12.303;12.316;12.237;10.181
2009-06-21_09:00;172.375;11.358;11.314;11.227;11.234;8.946;7.558;7.190;2009-06-21_09:00;172.375;12.623;12.411;12.400;12.437;12.286;10.181
2009-06-21_10:00;172.417;11.383;11.363;11.300;11.283;9.168;7.608;7.190;2009-06-21_10:00;172.417;12.792;12.531;12.521;12.558;12.286;10.181
2009-06-21_11:00;172.458;11.504;11.484;11.422;11.259;9.094;7.508;7.190;2009-06-21_11:00;172.458;12.913;12.652;12.617;12.678;12.334;10.206
2009-06-21_12:00;172.500;11.626;11.582;11.568;11.453;9.440;7.608;7.215;2009-06-21_12:00;172.500;12.889;12.773;12.738;12.727;12.407;10.230
2009-06-21_13:00;172.542;12.038;11.970;11.908;11.551;9.168;7.483;7.215;2009-06-21_13:00;172.542;13.178;12.942;12.883;12.944;12.479;10.230
2009-06-21_14:00;172.583;12.498;12.357;12.223;11.915;9.341;7.583;7.190;2009-06-21_14:00;172.583;13.298;13.086;13.075;13.088;12.455;10.230
2009-06-21_15:00;172.625;12.642;12.551;12.489;12.205;9.588;7.583;7.165;2009-06-21_15:00;172.625;13.466;13.255;13.268;13.257;12.479;10.255
2009-06-21_16:00;172.667;12.884;12.840;12.706;11.526;9.514;7.634;7.190;2009-06-21_16:00;172.667;13.563;13.423;13.436;13.401;12.528;10.279
2009-06-21_17:00;172.708;12.932;12.888;12.851;11.745;9.317;7.759;7.190;2009-06-21_17:00;172.708;13.587;13.495;13.533;13.473;12.576;10.279
2009-06-21_18:00;172.750;13.052;13.009;12.875;11.890;9.465;7.533;7.215;2009-06-21_18:00;172.750;13.659;13.592;13.629;13.570;12.503;10.304
2009-06-21_19:00;172.792;12.932;12.888;12.827;11.818;9.539;7.458;7.215;2009-06-21_19:00;172.792;13.635;13.592;13.653;13.618;12.600;10.304
2009-06-21_20:00;172.833;12.811;12.816;12.730;12.011;9.490;7.508;7.215;2009-06-21_20:00;172.833;13.635;13.616;13.653;13.618;12.552;10.328
2009-06-21_21:00;172.875;12.691;12.720;12.706;12.544;9.440;7.583;7.215;2009-06-21_21:00;172.875;13.563;13.568;13.605;13.570;12.600;10.328
2009-06-21_22:00;172.917;12.522;12.526;12.513;12.302;9.637;7.508;7.215;2009-06-21_22:00;172.917;13.515;13.519;13.533;13.546;12.600;10.353
2009-06-21_23:00;172.958;12.425;12.430;12.392;12.350;9.440;7.508;7.190;2009-06-21_23:00;172.958;13.442;13.447;13.460;13.449;12.600;10.328
2009-06-22_00:00;173.000;12.328;12.333;12.295;11.915;9.563;7.558;7.215;2009-06-22_00:00;173.000;13.346;13.351;13.388;13.377;12.576;10.353
2009-06-22_01:00;173.042;12.111;12.139;12.101;11.890;9.440;7.533;7.165;2009-06-22_01:00;173.042;13.298;13.279;13.316;13.281;12.648;10.402
2009-06-22_02:00;173.083;12.135;12.091;12.005;11.818;9.588;7.634;7.215;2009-06-22_02:00;173.083;13.202;13.207;13.220;13.209;12.624;10.353
2009-06-22_03:00;173.125;11.965;11.994;11.956;11.842;9.465;7.508;7.190;2009-06-22_03:00;173.125;13.130;13.134;13.148;13.137;12.745;10.328
2009-06-22_04:00;173.167;11.844;11.873;11.859;11.696;9.539;7.508;7.190;2009-06-22_04:00;173.167;13.105;13.086;13.124;13.088;12.721;10.328
2009-06-22_05:00;173.208;11.868;11.873;11.859;11.696;9.539;7.483;7.190;2009-06-22_05:00;173.208;13.081;13.086;13.075;13.064;12.576;10.304
2009-06-22_06:00;173.250;11.844;11.824;11.810;11.453;9.563;7.533;7.140;2009-06-22_06:00;173.250;13.033;13.038;13.051;13.040;12.600;10.304
2009-06-22_07:00;173.292;11.820;11.800;11.786;11.453;9.490;7.533;7.140;2009-06-22_07:00;173.292;13.033;13.014;13.027;13.040;12.624;10.304
2009-06-22_08:00;173.333;11.893;11.873;11.786;11.356;9.539;7.508;7.140;2009-06-22_08:00;173.333;13.057;13.038;13.051;13.016;12.624;10.304
2009-06-22_09:00;173.375;11.965;11.921;11.738;11.283;9.490;7.508;7.140;2009-06-22_09:00;173.375;13.081;13.038;13.051;13.040;12.672;10.304
2009-06-22_10:00;173.417;12.183;11.946;11.519;11.234;9.490;7.608;7.140;2009-06-22_10:00;173.417;13.226;13.134;13.099;13.161;12.697;10.279
2009-06-22_11:00;173.458;12.425;12.139;11.641;11.210;9.514;7.533;7.140;2009-06-22_11:00;173.458;13.515;13.327;13.292;13.329;12.721;10.304
2009-06-22_12:00;173.500;12.811;12.236;11.641;11.307;9.563;7.533;7.114;2009-06-22_12:00;173.500;13.683;13.544;13.533;13.522;12.817;10.279
2009-06-22_13:00;173.542;13.245;12.430;11.956;11.380;9.539;7.508;7.165;2009-06-22_13:00;173.542;13.899;13.760;13.749;13.714;12.817;10.304
2009-06-22_14:00;173.583;13.461;12.985;12.416;11.380;9.563;7.558;7.114;2009-06-22_14:00;173.583;14.115;13.976;13.989;13.954;12.841;10.304
2009-06-22_15:00;173.625;13.726;13.226;12.658;11.502;9.637;7.558;7.165;2009-06-22_15:00;173.625;14.378;14.264;14.301;14.122;12.865;10.304
2009-06-22_16:00;173.667;13.990;13.442;12.923;11.551;9.687;7.508;7.114;2009-06-22_16:00;173.667;14.546;14.407;14.444;14.170;12.793;10.353
2009-06-22_17:00;173.708;14.278;13.635;13.140;11.526;9.637;7.508;7.089;2009-06-22_17:00;173.708;14.690;14.695;14.708;14.625;12.938;10.230
2009-06-22_18:00;173.750;14.325;13.947;13.453;11.648;9.711;7.533;7.039;2009-06-22_18:00;173.750;14.785;14.767;14.803;14.721;12.865;10.230
2009-06-22_19:00;173.792;14.373;13.875;13.525;11.720;9.563;7.583;7.114;2009-06-22_19:00;173.792;14.833;14.838;14.827;14.768;12.890;10.230
2009-06-22_20:00;173.833;14.134;14.019;13.549;11.745;9.613;7.583;7.140;2009-06-22_20:00;173.833;14.833;14.814;14.827;14.792;12.865;10.230
2009-06-22_21:00;173.875;13.918;13.875;13.477;11.696;9.613;7.508;7.089;2009-06-22_21:00;173.875;14.738;14.719;14.755;14.721;12.865;10.206
2009-06-22_22:00;173.917;13.798;13.755;13.501;11.915;9.588;7.533;7.089;2009-06-22_22:00;173.917;14.666;14.671;14.684;14.673;12.938;10.206
2009-06-22_23:00;173.958;13.990;13.803;13.598;11.915;9.662;7.508;7.064;2009-06-22_23:00;173.958;14.546;14.551;14.588;14.577;12.938;10.206
2009-06-23_00:00;174.000;13.726;13.707;13.598;11.890;9.662;7.558;7.064;2009-06-23_00:00;174.000;14.474;14.455;14.492;14.481;12.962;10.206
2009-06-23_01:00;174.042;13.269;13.298;13.285;12.133;9.637;7.558;7.039;2009-06-23_01:00;174.042;14.378;14.383;14.396;14.385;12.890;10.230
2009-06-23_02:00;174.083;13.028;13.009;12.996;11.987;9.711;7.508;7.089;2009-06-23_02:00;174.083;14.283;14.288;14.324;14.314;12.938;10.230
2009-06-23_03:00;174.125;12.787;12.792;12.779;12.036;9.637;7.583;7.064;2009-06-23_03:00;174.125;14.211;14.192;14.229;14.218;12.914;10.230
2009-06-23_04:00;174.167;12.667;12.647;12.634;12.011;9.637;7.483;7.039;2009-06-23_04:00;174.167;14.139;14.096;14.133;14.122;12.914;10.230
2009-06-23_05:00;174.208;12.739;12.671;12.561;11.939;9.637;7.533;7.013;2009-06-23_05:00;174.208;14.067;14.072;14.085;14.074;12.914;10.230
2009-06-23_06:00;174.250;12.932;12.864;12.585;11.987;9.687;7.583;7.064;2009-06-23_06:00;174.250;14.067;14.072;14.061;14.026;12.938;10.206
2009-06-23_07:00;174.292;12.956;12.816;12.730;11.963;9.711;7.533;7.064;2009-06-23_07:00;174.292;14.115;14.120;14.109;14.050;12.890;10.206
2009-06-23_08:00;174.333;12.835;12.744;12.344;11.648;9.588;7.558;7.089;2009-06-23_08:00;174.333;14.259;14.120;14.157;14.194;12.890;10.206
2009-06-23_09:00;174.375;13.076;12.816;12.440;11.818;9.637;7.483;7.039;2009-06-23_09:00;174.375;14.450;14.264;14.253;14.290;12.962;10.206
2009-06-23_10:00;174.417;13.028;12.961;12.730;11.939;9.613;7.583;7.064;2009-06-23_10:00;174.417;14.618;14.431;14.420;14.433;12.914;10.206
2009-06-23_11:00;174.458;13.630;13.514;13.453;12.761;9.637;7.608;7.039;2009-06-23_11:00;174.458;14.785;14.623;14.588;14.649;12.938;10.230
